t,x,y,z
67.5,-1.49003,-10.1099,3.13917
67.6,-1.48997,-10.109,3.13913
67.7,-1.48991,-10.1081,3.13909
67.8,-1.48984,-10.1072,3.13904
67.9,-1.48978,-10.1063,3.139
68,-1.48972,-10.1054,3.13896
68.1,-1.48966,-10.1045,3.13892
68.2,-1.4896,-10.1036,3.13887
68.3,-1.48954,-10.1027,3.13883
68.4,-1.48948,-10.1018,3.13879
68.5,-1.48942,-10.1009,3.13874
68.6,-1.48936,-10.1,3.1387
68.7,-1.4893,-10.0991,3.13866
68.8,-1.48924,-10.0982,3.13862
68.9,-1.48918,-10.0973,3.13857
69,-1.48912,-10.0964,3.13853
69.1,-1.48906,-10.0955,3.13849
69.2,-1.489,-10.0946,3.13845
69.3,-1.48894,-10.0937,3.1384
69.4,-1.48888,-10.0928,3.13836
69.5,-1.48882,-10.0919,3.13832
69.6,-1.48876,-10.091,3.13828
69.7,-1.4887,-10.0901,3.13823
69.8,-1.48864,-10.0892,3.13819
69.9,-1.48858,-10.0883,3.13815
70,-1.48851,-10.0874,3.13811
70.1,-1.48845,-10.0865,3.13806
70.2,-1.48839,-10.0856,3.13802
70.3,-1.48833,-10.0847,3.13798
70.4,-1.48827,-10.0838,3.13794
70.5,-1.48821,-10.0829,3.13789
70.6,-1.48815,-10.082,3.13785
70.7,-1.48809,-10.0811,3.13781
70.8,-1.48803,-10.0802,3.13777
70.9,-1.48797,-10.0793,3.13772
71,-1.48791,-10.0784,3.13768
71.1,-1.48785,-10.0775,3.13764
71.2,-1.48779,-10.0766,3.1376
71.3,-1.48773,-10.0757,3.13755
71.4,-1.48767,-10.0748,3.13751
71.5,-1.48761,-10.0739,3.13747
71.6,-1.48755,-10.073,3.13743
71.7,-1.48749,-10.0721,3.13739
71.8,-1.48742,-10.0712,3.13734
71.9,-1.48736,-10.0703,3.1373
72,-1.4873,-10.0694,3.13726
72.1,-1.48724,-10.0685,3.13722
72.2,-1.48718,-10.0676,3.13717
72.3,-1.48712,-10.0667,3.13713
72.4,-1.48706,-10.0658,3.13709
72.5,-1.487,-10.0649,3.13705
72.6,-1.48694,-10.064,3.13701
72.7,-1.48688,-10.0631,3.13696
72.8,-1.48682,-10.0622,3.13692
72.9,-1.48676,-10.0613,3.13688
73,-1.4867,-10.0604,3.13684
73.1,-1.48664,-10.0595,3.13679
73.2,-1.48658,-10.0585,3.13675
73.3,-1.48651,-10.0576,3.13671
73.4,-1.48645,-10.0567,3.13667
73.5,-1.48639,-10.0558,3.13663
73.6,-1.48633,-10.0549,3.13658
73.7,-1.48627,-10.054,3.13654
73.8,-1.48621,-10.0531,3.1365
73.9,-1.48615,-10.0522,3.13646
74,-1.48609,-10.0513,3.13642
74.1,-1.48603,-10.0504,3.13637
74.2,-1.48597,-10.0495,3.13633
74.3,-1.48591,-10.0486,3.13629
74.4,-1.48585,-10.0477,3.13625
74.5,-1.48579,-10.0468,3.13621
74.6,-1.48572,-10.0459,3.13617
74.7,-1.48566,-10.045,3.13612
74.8,-1.4856,-10.0441,3.13608
74.9,-1.48554,-10.0432,3.13604
75,-1.48548,-10.0423,3.136
75.1,-1.48542,-10.0414,3.13596
75.2,-1.48536,-10.0405,3.13591
75.3,-1.4853,-10.0396,3.13587
75.4,-1.48524,-10.0387,3.13583
75.5,-1.48518,-10.0378,3.13579
75.6,-1.48512,-10.0369,3.13575
75.7,-1.48506,-10.036,3.13571
75.8,-1.48499,-10.0351,3.13566
75.9,-1.48493,-10.0342,3.13562
76,-1.48487,-10.0333,3.13558
76.1,-1.48481,-10.0324,3.13554
76.2,-1.48475,-10.0315,3.1355
76.3,-1.48469,-10.0306,3.13546
76.4,-1.48463,-10.0297,3.13541
76.5,-1.48457,-10.0288,3.13537
76.6,-1.48451,-10.0279,3.13533
76.7,-1.48445,-10.0269,3.13529
76.8,-1.48439,-10.026,3.13525
76.9,-1.48432,-10.0251,3.13521
77,-1.48426,-10.0242,3.13516
77.1,-1.4842,-10.0233,3.13512
77.2,-1.48414,-10.0224,3.13508
77.3,-1.48408,-10.0215,3.13504
77.4,-1.48402,-10.0206,3.135
77.5,-1.48396,-10.0197,3.13496
77.6,-1.4839,-10.0188,3.13492
77.7,-1.48384,-10.0179,3.13487
77.8,-1.48378,-10.017,3.13483
77.9,-1.48372,-10.0161,3.13479
78,-1.48365,-10.0152,3.13475
78.1,-1.48359,-10.0143,3.13471
78.2,-1.48353,-10.0134,3.13467
78.3,-1.48347,-10.0125,3.13463
78.4,-1.48341,-10.0116,3.13458
78.5,-1.48335,-10.0107,3.13454
78.6,-1.48329,-10.0098,3.1345
78.7,-1.48323,-10.0089,3.13446
78.8,-1.48317,-10.008,3.13442
78.9,-1.48311,-10.0071,3.13438
79,-1.48304,-10.0061,3.13434
79.1,-1.48298,-10.0052,3.1343
79.2,-1.48292,-10.0043,3.13425
79.3,-1.48286,-10.0034,3.13421
79.4,-1.4828,-10.0025,3.13417
79.5,-1.48274,-10.0016,3.13413
79.6,-1.48268,-10.0007,3.13409
79.7,-1.48262,-9.99981,3.13405
79.8,-1.48256,-9.99891,3.13401
79.9,-1.48249,-9.998,3.13397
80,-1.48243,-9.9971,3.13392
80.1,-1.48237,-9.99619,3.13388
80.2,-1.48231,-9.99528,3.13384
80.3,-1.48225,-9.99438,3.1338
80.4,-1.48219,-9.99347,3.13376
80.5,-1.48213,-9.99257,3.13372
80.6,-1.48207,-9.99166,3.13368
80.7,-1.48201,-9.99076,3.13364
80.8,-1.48194,-9.98985,3.1336
80.9,-1.48188,-9.98894,3.13356
81,-1.48182,-9.98804,3.13351
81.1,-1.48176,-9.98713,3.13347
81.2,-1.4817,-9.98623,3.13343
81.3,-1.48164,-9.98532,3.13339
81.4,-1.48158,-9.98441,3.13335
81.5,-1.48152,-9.98351,3.13331
81.6,-1.48145,-9.9826,3.13327
81.7,-1.48139,-9.98169,3.13323
81.8,-1.48133,-9.98079,3.13319
81.9,-1.48127,-9.97988,3.13315
82,-1.48121,-9.97897,3.1331
82.1,-1.48115,-9.97807,3.13306
82.2,-1.48109,-9.97716,3.13302
82.3,-1.48103,-9.97625,3.13298
82.4,-1.48096,-9.97535,3.13294
82.5,-1.4809,-9.97444,3.1329
82.6,-1.48084,-9.97353,3.13286
82.7,-1.48078,-9.97263,3.13282
82.8,-1.48072,-9.97172,3.13278
82.9,-1.48066,-9.97081,3.13274
83,-1.4806,-9.96991,3.1327
83.1,-1.48054,-9.969,3.13266
83.2,-1.48047,-9.96809,3.13262
83.3,-1.48041,-9.96718,3.13258
83.4,-1.48035,-9.96628,3.13253
83.5,-1.48029,-9.96537,3.13249
83.6,-1.48023,-9.96446,3.13245
83.7,-1.48017,-9.96355,3.13241
83.8,-1.48011,-9.96265,3.13237
83.9,-1.48004,-9.96174,3.13233
84,-1.47998,-9.96083,3.13229
84.1,-1.47992,-9.95992,3.13225
84.2,-1.47986,-9.95902,3.13221
84.3,-1.4798,-9.95811,3.13217
84.4,-1.47974,-9.9572,3.13213
84.5,-1.47968,-9.95629,3.13209
84.6,-1.47962,-9.95538,3.13205
84.7,-1.47955,-9.95448,3.13201
84.8,-1.47949,-9.95357,3.13197
84.9,-1.47943,-9.95266,3.13193
85,-1.47937,-9.95175,3.13189
85.1,-1.47931,-9.95084,3.13185
85.2,-1.47925,-9.94994,3.1318
85.3,-1.47919,-9.94903,3.13176
85.4,-1.47912,-9.94812,3.13172
85.5,-1.47906,-9.94721,3.13168
85.6,-1.479,-9.9463,3.13164
85.7,-1.47894,-9.94539,3.1316
85.8,-1.47888,-9.94448,3.13156
85.9,-1.47882,-9.94358,3.13152
86,-1.47875,-9.94267,3.13148
86.1,-1.47869,-9.94176,3.13144
86.2,-1.47863,-9.94085,3.1314
86.3,-1.47857,-9.93994,3.13136
86.4,-1.47851,-9.93903,3.13132
86.5,-1.47845,-9.93812,3.13128
86.6,-1.47839,-9.93721,3.13124
86.7,-1.47832,-9.9363,3.1312
86.8,-1.47826,-9.9354,3.13116
86.9,-1.4782,-9.93449,3.13112
87,-1.47814,-9.93358,3.13108
87.1,-1.47808,-9.93267,3.13104
87.2,-1.47802,-9.93176,3.131
87.3,-1.47795,-9.93085,3.13096
87.4,-1.47789,-9.92994,3.13092
87.5,-1.47783,-9.92903,3.13088
87.6,-1.47777,-9.92812,3.13084
87.7,-1.47771,-9.92721,3.1308
87.8,-1.47765,-9.9263,3.13076
87.9,-1.47759,-9.92539,3.13072
88,-1.47752,-9.92448,3.13068
88.1,-1.47746,-9.92357,3.13064
88.2,-1.4774,-9.92266,3.1306
88.3,-1.47734,-9.92175,3.13056
88.4,-1.47728,-9.92084,3.13052
88.5,-1.47722,-9.91993,3.13048
88.6,-1.47715,-9.91902,3.13044
88.7,-1.47709,-9.91811,3.1304
88.8,-1.47703,-9.9172,3.13036
88.9,-1.47697,-9.91629,3.13032
89,-1.47691,-9.91538,3.13028
89.1,-1.47685,-9.91447,3.13024
89.2,-1.47678,-9.91356,3.1302
89.3,-1.47672,-9.91265,3.13016
89.4,-1.47666,-9.91174,3.13012
89.5,-1.4766,-9.91082,3.13008
89.6,-1.47654,-9.90991,3.13004
89.7,-1.47648,-9.909,3.13
89.8,-1.47641,-9.90809,3.12996
89.9,-1.47635,-9.90718,3.12992
90,-1.47629,-9.90627,3.12988
90.1,-1.47623,-9.90536,3.12984
90.2,-1.47617,-9.90445,3.1298
90.3,-1.4761,-9.90354,3.12976
90.4,-1.47604,-9.90262,3.12972
90.5,-1.47598,-9.90171,3.12968
90.6,-1.47592,-9.9008,3.12964
90.7,-1.47586,-9.89989,3.1296
90.8,-1.4758,-9.89898,3.12956
90.9,-1.47573,-9.89807,3.12952
91,-1.47567,-9.89716,3.12948
91.1,-1.47561,-9.89624,3.12944
91.2,-1.47555,-9.89533,3.12941
91.3,-1.47549,-9.89442,3.12937
91.4,-1.47542,-9.89351,3.12933
91.5,-1.47536,-9.8926,3.12929
91.6,-1.4753,-9.89168,3.12925
91.7,-1.47524,-9.89077,3.12921
91.8,-1.47518,-9.88986,3.12917
91.9,-1.47512,-9.88895,3.12913
92,-1.47505,-9.88804,3.12909
92.1,-1.47499,-9.88712,3.12905
92.2,-1.47493,-9.88621,3.12901
92.3,-1.47487,-9.8853,3.12897
92.4,-1.47481,-9.88439,3.12893
92.5,-1.47474,-9.88347,3.12889
92.6,-1.47468,-9.88256,3.12885
92.7,-1.47462,-9.88165,3.12881
92.8,-1.47456,-9.88074,3.12877
92.9,-1.4745,-9.87982,3.12873
93,-1.47443,-9.87891,3.12869
93.1,-1.47437,-9.878,3.12866
93.2,-1.47431,-9.87708,3.12862
93.3,-1.47425,-9.87617,3.12858
93.4,-1.47419,-9.87526,3.12854
93.5,-1.47412,-9.87435,3.1285
93.6,-1.47406,-9.87343,3.12846
93.7,-1.474,-9.87252,3.12842
93.8,-1.47394,-9.87161,3.12838
93.9,-1.47388,-9.87069,3.12834
94,-1.47381,-9.86978,3.1283
94.1,-1.47375,-9.86887,3.12826
94.2,-1.47369,-9.86795,3.12822
94.3,-1.47363,-9.86704,3.12818
94.4,-1.47357,-9.86612,3.12815
94.5,-1.4735,-9.86521,3.12811
94.6,-1.47344,-9.8643,3.12807
94.7,-1.47338,-9.86338,3.12803
94.8,-1.47332,-9.86247,3.12799
94.9,-1.47326,-9.86156,3.12795
95,-1.47319,-9.86064,3.12791
95.1,-1.47313,-9.85973,3.12787
95.2,-1.47307,-9.85881,3.12783
95.3,-1.47301,-9.8579,3.12779
95.4,-1.47295,-9.85698,3.12775
95.5,-1.47288,-9.85607,3.12772
95.6,-1.47282,-9.85516,3.12768
95.7,-1.47276,-9.85424,3.12764
95.8,-1.4727,-9.85333,3.1276
95.9,-1.47263,-9.85241,3.12756
96,-1.47257,-9.8515,3.12752
96.1,-1.47251,-9.85058,3.12748
96.2,-1.47245,-9.84967,3.12744
96.3,-1.47239,-9.84875,3.1274
96.4,-1.47232,-9.84784,3.12737
96.5,-1.47226,-9.84692,3.12733
96.6,-1.4722,-9.84601,3.12729
96.7,-1.47214,-9.84509,3.12725
96.8,-1.47208,-9.84418,3.12721
96.9,-1.47201,-9.84326,3.12717
97,-1.47195,-9.84235,3.12713
97.1,-1.47189,-9.84143,3.12709
97.2,-1.47183,-9.84052,3.12705
97.3,-1.47176,-9.8396,3.12702
97.4,-1.4717,-9.83869,3.12698
97.5,-1.47164,-9.83777,3.12694
97.6,-1.47158,-9.83685,3.1269
97.7,-1.47151,-9.83594,3.12686
97.8,-1.47145,-9.83502,3.12682
97.9,-1.47139,-9.83411,3.12678
98,-1.47133,-9.83319,3.12675
98.1,-1.47127,-9.83228,3.12671
98.2,-1.4712,-9.83136,3.12667
98.3,-1.47114,-9.83044,3.12663
98.4,-1.47108,-9.82953,3.12659
98.5,-1.47102,-9.82861,3.12655
98.6,-1.47095,-9.82769,3.12651
98.7,-1.47089,-9.82678,3.12648
98.8,-1.47083,-9.82586,3.12644
98.9,-1.47077,-9.82495,3.1264
99,-1.4707,-9.82403,3.12636
99.1,-1.47064,-9.82311,3.12632
99.2,-1.47058,-9.8222,3.12628
99.3,-1.47052,-9.82128,3.12624
99.4,-1.47046,-9.82036,3.12621
99.5,-1.47039,-9.81945,3.12617
99.6,-1.47033,-9.81853,3.12613
99.7,-1.47027,-9.81761,3.12609
99.8,-1.47021,-9.81669,3.12605
99.9,-1.47014,-9.81578,3.12601
100,-1.47008,-9.81486,3.12598
100.1,-1.47002,-9.81394,3.12594
100.2,-1.46996,-9.81303,3.1259
100.3,-1.46989,-9.81211,3.12586
100.4,-1.46983,-9.81119,3.12582
100.5,-1.46977,-9.81027,3.12578
100.6,-1.46971,-9.80936,3.12575
100.7,-1.46964,-9.80844,3.12571
100.8,-1.46958,-9.80752,3.12567
100.9,-1.46952,-9.8066,3.12563
101,-1.46946,-9.80568,3.12559
101.1,-1.46939,-9.80477,3.12555
101.2,-1.46933,-9.80385,3.12552
101.3,-1.46927,-9.80293,3.12548
101.4,-1.46921,-9.80201,3.12544
101.5,-1.46914,-9.80109,3.1254
101.6,-1.46908,-9.80018,3.12536
101.7,-1.46902,-9.79926,3.12533
101.8,-1.46896,-9.79834,3.12529
101.9,-1.46889,-9.79742,3.12525
102,-1.46883,-9.7965,3.12521
102.1,-1.46877,-9.79558,3.12517
102.2,-1.46871,-9.79467,3.12513
102.3,-1.46864,-9.79375,3.1251
102.4,-1.46858,-9.79283,3.12506
102.5,-1.46852,-9.79191,3.12502
102.6,-1.46846,-9.79099,3.12498
102.7,-1.46839,-9.79007,3.12494
102.8,-1.46833,-9.78915,3.12491
102.9,-1.46827,-9.78823,3.12487
103,-1.4682,-9.78731,3.12483
103.1,-1.46814,-9.7864,3.12479
103.2,-1.46808,-9.78548,3.12475
103.3,-1.46802,-9.78456,3.12472
103.4,-1.46795,-9.78364,3.12468
103.5,-1.46789,-9.78272,3.12464
103.6,-1.46783,-9.7818,3.1246
103.7,-1.46777,-9.78088,3.12457
103.8,-1.4677,-9.77996,3.12453
103.9,-1.46764,-9.77904,3.12449
104,-1.46758,-9.77812,3.12445
104.1,-1.46752,-9.7772,3.12441
104.2,-1.46745,-9.77628,3.12438
104.3,-1.46739,-9.77536,3.12434
104.4,-1.46733,-9.77444,3.1243
104.5,-1.46726,-9.77352,3.12426
104.6,-1.4672,-9.7726,3.12423
104.7,-1.46714,-9.77168,3.12419
104.8,-1.46708,-9.77076,3.12415
104.9,-1.46701,-9.76984,3.12411
105,-1.46695,-9.76892,3.12407
105.1,-1.46689,-9.768,3.12404
105.2,-1.46682,-9.76708,3.124
105.3,-1.46676,-9.76616,3.12396
105.4,-1.4667,-9.76524,3.12392
105.5,-1.46664,-9.76432,3.12389
105.6,-1.46657,-9.76339,3.12385
105.7,-1.46651,-9.76247,3.12381
105.8,-1.46645,-9.76155,3.12377
105.9,-1.46638,-9.76063,3.12374
106,-1.46632,-9.75971,3.1237
106.1,-1.46626,-9.75879,3.12366
106.2,-1.4662,-9.75787,3.12362
106.3,-1.46613,-9.75695,3.12359
106.4,-1.46607,-9.75603,3.12355
106.5,-1.46601,-9.7551,3.12351
106.6,-1.46594,-9.75418,3.12347
106.7,-1.46588,-9.75326,3.12344
106.8,-1.46582,-9.75234,3.1234
106.9,-1.46576,-9.75142,3.12336
107,-1.46569,-9.7505,3.12332
107.1,-1.46563,-9.74957,3.12329
107.2,-1.46557,-9.74865,3.12325
107.3,-1.4655,-9.74773,3.12321
107.4,-1.46544,-9.74681,3.12317
107.5,-1.46538,-9.74589,3.12314
107.6,-1.46532,-9.74496,3.1231
107.7,-1.46525,-9.74404,3.12306
107.8,-1.46519,-9.74312,3.12303
107.9,-1.46513,-9.7422,3.12299
108,-1.46506,-9.74127,3.12295
108.1,-1.465,-9.74035,3.12291
108.2,-1.46494,-9.73943,3.12288
108.3,-1.46487,-9.73851,3.12284
108.4,-1.46481,-9.73758,3.1228
108.5,-1.46475,-9.73666,3.12276
108.6,-1.46468,-9.73574,3.12273
108.7,-1.46462,-9.73482,3.12269
108.8,-1.46456,-9.73389,3.12265
108.9,-1.4645,-9.73297,3.12262
109,-1.46443,-9.73205,3.12258
109.1,-1.46437,-9.73112,3.12254
109.2,-1.46431,-9.7302,3.12251
109.3,-1.46424,-9.72928,3.12247
109.4,-1.46418,-9.72835,3.12243
109.5,-1.46412,-9.72743,3.12239
109.6,-1.46405,-9.72651,3.12236
109.7,-1.46399,-9.72558,3.12232
109.8,-1.46393,-9.72466,3.12228
109.9,-1.46386,-9.72373,3.12225
110,-1.4638,-9.72281,3.12221
110.1,-1.46374,-9.72189,3.12217
110.2,-1.46368,-9.72096,3.12214
110.3,-1.46361,-9.72004,3.1221
110.4,-1.46355,-9.71911,3.12206
110.5,-1.46349,-9.71819,3.12202
110.6,-1.46342,-9.71727,3.12199
110.7,-1.46336,-9.71634,3.12195
110.8,-1.4633,-9.71542,3.12191
110.9,-1.46323,-9.71449,3.12188
111,-1.46317,-9.71357,3.12184
111.1,-1.46311,-9.71264,3.1218
111.2,-1.46304,-9.71172,3.12177
111.3,-1.46298,-9.71079,3.12173
111.4,-1.46292,-9.70987,3.12169
111.5,-1.46285,-9.70894,3.12166
111.6,-1.46279,-9.70802,3.12162
111.7,-1.46273,-9.70709,3.12158
111.8,-1.46266,-9.70617,3.12155
111.9,-1.4626,-9.70524,3.12151
112,-1.46254,-9.70432,3.12147
112.1,-1.46247,-9.70339,3.12144
112.2,-1.46241,-9.70247,3.1214
112.3,-1.46235,-9.70154,3.12136
112.4,-1.46228,-9.70062,3.12133
112.5,-1.46222,-9.69969,3.12129
112.6,-1.46216,-9.69877,3.12125
112.7,-1.46209,-9.69784,3.12122
112.8,-1.46203,-9.69691,3.12118
112.9,-1.46197,-9.69599,3.12114
113,-1.4619,-9.69506,3.12111
113.1,-1.46184,-9.69414,3.12107
113.2,-1.46178,-9.69321,3.12103
113.3,-1.46171,-9.69228,3.121
113.4,-1.46165,-9.69136,3.12096
113.5,-1.46159,-9.69043,3.12092
113.6,-1.46152,-9.68951,3.12089
113.7,-1.46146,-9.68858,3.12085
113.8,-1.4614,-9.68765,3.12081
113.9,-1.46133,-9.68673,3.12078
114,-1.46127,-9.6858,3.12074
114.1,-1.46121,-9.68487,3.12071
114.2,-1.46114,-9.68395,3.12067
114.3,-1.46108,-9.68302,3.12063
114.4,-1.46101,-9.68209,3.1206
114.5,-1.46095,-9.68116,3.12056
114.6,-1.46089,-9.68024,3.12052
114.7,-1.46082,-9.67931,3.12049
114.8,-1.46076,-9.67838,3.12045
114.9,-1.4607,-9.67746,3.12041
115,-1.46063,-9.67653,3.12038
115.1,-1.46057,-9.6756,3.12034
115.2,-1.46051,-9.67467,3.12031
115.3,-1.46044,-9.67374,3.12027
115.4,-1.46038,-9.67282,3.12023
115.5,-1.46032,-9.67189,3.1202
115.6,-1.46025,-9.67096,3.12016
115.7,-1.46019,-9.67003,3.12012
115.8,-1.46012,-9.66911,3.12009
115.9,-1.46006,-9.66818,3.12005
116,-1.46,-9.66725,3.12002
116.1,-1.45993,-9.66632,3.11998
116.2,-1.45987,-9.66539,3.11994
116.3,-1.45981,-9.66446,3.11991
116.4,-1.45974,-9.66354,3.11987
116.5,-1.45968,-9.66261,3.11984
116.6,-1.45962,-9.66168,3.1198
116.7,-1.45955,-9.66075,3.11976
116.8,-1.45949,-9.65982,3.11973
116.9,-1.45942,-9.65889,3.11969
117,-1.45936,-9.65796,3.11966
117.1,-1.4593,-9.65703,3.11962
117.2,-1.45923,-9.65611,3.11958
117.3,-1.45917,-9.65518,3.11955
117.4,-1.45911,-9.65425,3.11951
117.5,-1.45904,-9.65332,3.11948
117.6,-1.45898,-9.65239,3.11944
117.7,-1.45891,-9.65146,3.1194
117.8,-1.45885,-9.65053,3.11937
117.9,-1.45879,-9.6496,3.11933
118,-1.45872,-9.64867,3.1193
118.1,-1.45866,-9.64774,3.11926
118.2,-1.4586,-9.64681,3.11923
118.3,-1.45853,-9.64588,3.11919
118.4,-1.45847,-9.64495,3.11915
118.5,-1.4584,-9.64402,3.11912
118.6,-1.45834,-9.64309,3.11908
118.7,-1.45828,-9.64216,3.11905
118.8,-1.45821,-9.64123,3.11901
118.9,-1.45815,-9.6403,3.11897
119,-1.45809,-9.63937,3.11894
119.1,-1.45802,-9.63844,3.1189
119.2,-1.45796,-9.63751,3.11887
119.3,-1.45789,-9.63658,3.11883
119.4,-1.45783,-9.63565,3.1188
119.5,-1.45777,-9.63472,3.11876
119.6,-1.4577,-9.63379,3.11873
119.7,-1.45764,-9.63285,3.11869
119.8,-1.45757,-9.63192,3.11865
119.9,-1.45751,-9.63099,3.11862
120,-1.45745,-9.63006,3.11858
120.1,-1.45738,-9.62913,3.11855
120.2,-1.45732,-9.6282,3.11851
120.3,-1.45725,-9.62727,3.11848
120.4,-1.45719,-9.62634,3.11844
120.5,-1.45713,-9.6254,3.11841
120.6,-1.45706,-9.62447,3.11837
120.7,-1.457,-9.62354,3.11833
120.8,-1.45693,-9.62261,3.1183
120.9,-1.45687,-9.62168,3.11826
121,-1.45681,-9.62074,3.11823
121.1,-1.45674,-9.61981,3.11819
121.2,-1.45668,-9.61888,3.11816
121.3,-1.45661,-9.61795,3.11812
121.4,-1.45655,-9.61702,3.11809
121.5,-1.45649,-9.61608,3.11805
121.6,-1.45642,-9.61515,3.11802
121.7,-1.45636,-9.61422,3.11798
121.8,-1.45629,-9.61329,3.11795
121.9,-1.45623,-9.61235,3.11791
122,-1.45617,-9.61142,3.11787
122.1,-1.4561,-9.61049,3.11784
122.2,-1.45604,-9.60955,3.1178
122.3,-1.45597,-9.60862,3.11777
122.4,-1.45591,-9.60769,3.11773
122.5,-1.45585,-9.60676,3.1177
122.6,-1.45578,-9.60582,3.11766
122.7,-1.45572,-9.60489,3.11763
122.8,-1.45565,-9.60396,3.11759
122.9,-1.45559,-9.60302,3.11756
123,-1.45552,-9.60209,3.11752
123.1,-1.45546,-9.60116,3.11749
123.2,-1.4554,-9.60022,3.11745
123.3,-1.45533,-9.59929,3.11742
123.4,-1.45527,-9.59835,3.11738
123.5,-1.4552,-9.59742,3.11735
123.6,-1.45514,-9.59649,3.11731
123.7,-1.45507,-9.59555,3.11728
123.8,-1.45501,-9.59462,3.11724
123.9,-1.45495,-9.59368,3.11721
124,-1.45488,-9.59275,3.11717
124.1,-1.45482,-9.59181,3.11714
124.2,-1.45475,-9.59088,3.1171
124.3,-1.45469,-9.58995,3.11707
124.4,-1.45462,-9.58901,3.11703
124.5,-1.45456,-9.58808,3.117
124.6,-1.4545,-9.58714,3.11696
124.7,-1.45443,-9.58621,3.11693
124.8,-1.45437,-9.58527,3.11689
124.9,-1.4543,-9.58434,3.11686
125,-1.45424,-9.5834,3.11682
125.1,-1.45417,-9.58247,3.11679
125.2,-1.45411,-9.58153,3.11675
125.3,-1.45405,-9.5806,3.11672
125.4,-1.45398,-9.57966,3.11668
125.5,-1.45392,-9.57872,3.11665
125.6,-1.45385,-9.57779,3.11661
125.7,-1.45379,-9.57685,3.11658
125.8,-1.45372,-9.57592,3.11654
125.9,-1.45366,-9.57498,3.11651
126,-1.45359,-9.57405,3.11648
126.1,-1.45353,-9.57311,3.11644
126.2,-1.45347,-9.57217,3.11641
126.3,-1.4534,-9.57124,3.11637
126.4,-1.45334,-9.5703,3.11634
126.5,-1.45327,-9.56936,3.1163
126.6,-1.45321,-9.56843,3.11627
126.7,-1.45314,-9.56749,3.11623
126.8,-1.45308,-9.56655,3.1162
126.9,-1.45301,-9.56562,3.11616
127,-1.45295,-9.56468,3.11613
127.1,-1.45289,-9.56374,3.11609
127.2,-1.45282,-9.56281,3.11606
127.3,-1.45276,-9.56187,3.11603
127.4,-1.45269,-9.56093,3.11599
127.5,-1.45263,-9.56,3.11596
127.6,-1.45256,-9.55906,3.11592
127.7,-1.4525,-9.55812,3.11589
127.8,-1.45243,-9.55718,3.11585
127.9,-1.45237,-9.55625,3.11582
128,-1.4523,-9.55531,3.11578
128.1,-1.45224,-9.55437,3.11575
128.2,-1.45217,-9.55343,3.11572
128.3,-1.45211,-9.5525,3.11568
128.4,-1.45205,-9.55156,3.11565
128.5,-1.45198,-9.55062,3.11561
128.6,-1.45192,-9.54968,3.11558
128.7,-1.45185,-9.54874,3.11554
128.8,-1.45179,-9.54781,3.11551
128.9,-1.45172,-9.54687,3.11547
129,-1.45166,-9.54593,3.11544
129.1,-1.45159,-9.54499,3.11541
129.2,-1.45153,-9.54405,3.11537
129.3,-1.45146,-9.54311,3.11534
129.4,-1.4514,-9.54217,3.1153
129.5,-1.45133,-9.54123,3.11527
129.6,-1.45127,-9.5403,3.11524
129.7,-1.4512,-9.53936,3.1152
129.8,-1.45114,-9.53842,3.11517
129.9,-1.45107,-9.53748,3.11513
130,-1.45101,-9.53654,3.1151
130.1,-1.45094,-9.5356,3.11506
130.2,-1.45088,-9.53466,3.11503
130.3,-1.45082,-9.53372,3.115
130.4,-1.45075,-9.53278,3.11496
130.5,-1.45069,-9.53184,3.11493
130.6,-1.45062,-9.5309,3.11489
130.7,-1.45056,-9.52996,3.11486
130.8,-1.45049,-9.52902,3.11483
130.9,-1.45043,-9.52808,3.11479
131,-1.45036,-9.52714,3.11476
131.1,-1.4503,-9.5262,3.11472
131.2,-1.45023,-9.52526,3.11469
131.3,-1.45017,-9.52432,3.11466
131.4,-1.4501,-9.52338,3.11462
131.5,-1.45004,-9.52244,3.11459
131.6,-1.44997,-9.5215,3.11455
131.7,-1.44991,-9.52056,3.11452
131.8,-1.44984,-9.51962,3.11449
131.9,-1.44978,-9.51868,3.11445
132,-1.44971,-9.51774,3.11442
132.1,-1.44965,-9.51679,3.11439
132.2,-1.44958,-9.51585,3.11435
132.3,-1.44952,-9.51491,3.11432
132.4,-1.44945,-9.51397,3.11428
132.5,-1.44939,-9.51303,3.11425
132.6,-1.44932,-9.51209,3.11422
132.7,-1.44926,-9.51115,3.11418
132.8,-1.44919,-9.5102,3.11415
132.9,-1.44913,-9.50926,3.11411
133,-1.44906,-9.50832,3.11408
133.1,-1.449,-9.50738,3.11405
133.2,-1.44893,-9.50644,3.11401
133.3,-1.44887,-9.50549,3.11398
133.4,-1.4488,-9.50455,3.11395
133.5,-1.44874,-9.50361,3.11391
133.6,-1.44867,-9.50267,3.11388
133.7,-1.44861,-9.50173,3.11385
133.8,-1.44854,-9.50078,3.11381
133.9,-1.44848,-9.49984,3.11378
134,-1.44841,-9.4989,3.11374
134.1,-1.44835,-9.49795,3.11371
134.2,-1.44828,-9.49701,3.11368
134.3,-1.44822,-9.49607,3.11364
134.4,-1.44815,-9.49513,3.11361
134.5,-1.44808,-9.49418,3.11358
134.6,-1.44802,-9.49324,3.11354
134.7,-1.44795,-9.4923,3.11351
134.8,-1.44789,-9.49135,3.11348
